identifier,municipality,location,feature,owner,year_built_replaced,last_inspection,sd_fo_status,rating
nge,Crawford (Town),2.9 MI NE BLOOMINGBURGH,HARRIS ROAD SHAWANGUNK KILL,30 - County,1930,05/11/2016,SD,3.38
nge,Crawford (Town),2.3 MI SE PINE BUSH,HILL ROAD DWAAR KILL,30 - County,1967,05/23/2016,N,5.12
nge,Crawford (Town),2.0 MI NE BLOOMINGBURGH,PETTICOATE LANE SHAWANGUNK KILL,30 - County,2010,09/21/2016,N,6.38
nge,Crawford (Town),0.8 MI W JCT RTS 52+302,ULSTERVILLE ROAD PAKANASINK CREEK,30 - County,1951,10/25/2016,FO,4.57
nge,Crawford (Town),1.0 MI W JCT RTS 52 & 302,ULSTERVILLE ROAD SHAWANGUNK KILL,30 - County,1921,12/02/2015,N,5.21
nge,Crawford (Town),1.9 MI NE OF PINE BUSH,WALLKILL AVE SHAWANGUNK KILL,30 - County,2005,07/17/2017,N,6.11
nge,Deerpark (Town),1.4MI E JCT RTS 6&209&97,66 83012000 CLOVE BROOK,NYSDOT,1993,09/19/2017,N,6.04
nge,Deerpark (Town),.7 MI N JCT SH 42 & SH 97,42  42 83012028 SHINGLE KILL,NYSDOT,2016,12/01/2016,N,7.00
nge,Deerpark (Town),5.1 MI N JCT RTS 42+97,42  42 83012071 BUSH KILL,NYSDOT,1961,12/30/2015,N,5.05
nge,Deerpark (Town),JCT I84 INT 1 RAMPS+RTE23,84I 84I RAMP CLOVE BROOK,NYSDOT,1966,06/08/2017,N,4.00
nge,Deerpark (Town),IN PORT JERVIS,84I 84I83011000 DELAWARE RIVER,NYSDOT,1967,12/21/2015,N,6.49
nge,Deerpark (Town),0.3 MI E JCT I84+DELAW R,84I 84I83011003 COUNTY ROAD 16,NYSDOT,1967,07/27/2016,N,5.81
nge,Deerpark (Town),0.3 MI E JCT I84+DELAW R,84I 84I83011003 COUNTY ROAD 16,NYSDOT,1967,07/27/2016,N,5.30
nge,Deerpark (Town),.6 MI E JCT I84 & DEL RVR,84I 84I83011007 COUNTY ROAD 15,NYSDOT,1965,09/22/2016,N,5.97
nge,Deerpark (Town),.6 MI E JCT I84 & DEL RVR,84I 84I83011007 COUNTY ROAD 15,NYSDOT,1965,09/22/2016,N,6.37
nge,Deerpark (Town),0.6 MI W JCT RTS 97+42,97  97 83012024 SHINGLE KILL,NYSDOT,2017,10/28/2015,FO,4.13
nge,Deerpark (Town),JCT SH 97 & MONGAUP RIVER,97  97 83012053 MONGAUP RIVER,NYSDOT,1934,09/20/2016,N,5.00
nge,Deerpark (Town),IN DEERPARK,209 209 83012064 NEVERSINK RIVER,NYSDOT,2013,01/05/2015,N,6.83
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nge,Deerpark (Town),0.4 MI E JCT RTS 211&209,211 211 83011005 BASHER KILL,NYSDOT,1978,06/28/2016,N,5.61
nge,Deerpark (Town),2 MI E JCT US209 & SH211,211 211 83011021 MNRR PJ LINE,NYSDOT,1978,06/08/2017,N,4.28
nge,Deerpark (Town),1 MI S JCT US 209 & SH211,GALLEY HILL ROAD BASHER KILL,30 - County,2000,03/30/2016,FO,5.89
nge,Deerpark (Town),3.9 MI SW OTISVILLE,GUYMARD TURNPIKE NEVERSINK RIVER,30 - County,1975,05/12/2016,N,5.67
nge,Deerpark (Town),0.8 MI S OF HUGUENOT,NEVERSINK DRIVE NEVERSINK RIVER,30 - County,1966,07/28/2016,N,4.31
nge,Deerpark (Town),2.0 MI E PORT JERVIS,NEVERSINK DRIVE CLARKS POND OUTLT,30 - County,1963,07/07/2016,N,4.85
nge,Deerpark (Town),.7 MILE S OF PORT JERVIS,NEW GREENVLLE TPK CLOVE BROOK,40 - Town,1967,04/27/2016,N,4.33
nge,Deerpark (Town),2.2 MI NE OF SPARROW BUSH,OLD CAHOONZIE RD SHINGLE KILL,30 - County,1964,04/19/2016,N,6.03
nge,Deerpark (Town),2 MI NORTH OF OTISVILLE,OTISVILLE ROAD BASHER KILL,30 - County,1996,12/07/2016,N,6.62
nge,Deerpark (Town),3.5 MI NW CUDDEBACKVILLE,PARADISE ROAD NEVERSINK RIVER,30 - County,1997,06/20/2016,FO,5.62
nge,Deerpark (Town),3.2 MI NE OF SPARROW BUSH,PEENPACK ROAD SHINGLE KILL,30 - County,2005,04/06/2016,N,7.00
nge,Deerpark (Town),1.6 MI NW OTISVILLE,PORT ORANGE ROAD BASHER KILL,30 - County,1966,03/29/2016,N,5.70
nge,Deerpark (Town),8.0 MI NW OF PORT JERVIS,RIO DAM ROAD RIO DAM SPILLWAY,71 - Private - Utility,1935,06/29/2016,SD,3.36
nge,Florida (Village),IN FLORIDA,JAYNE STREET MILLERS CREEK,40 - Town,1963,05/01/2017,N,5.05
nge,Goshen (Town),JCT RTE 6+WALLKILL R,66 83012179 WALLKILL RIVER,NYSDOT,1931,06/09/2017,N,5.11
nge,Goshen (Town),2.6 MI E JCT US 6 & SH207,ARCADIA ROAD 17  17 83101152,NYSDOT,1954,08/04/2017,FO,4.58
nge,Goshen (Town),3.4 MI SE OF MIDDLETOWN,CHEECHUNK ROAD WALLKILL RIVER,30 - County,1965,11/03/2016,N,4.66
nge,Goshen (Town),2 MILES SE OF GOSHEN,CRAIGVILLE RD CR- OTTER KILL,30 - County,2002,03/23/2016,N,6.24
nge,Goshen (Town),2.4 MI W OF GOSHEN,ECHO LAKE ROAD CHEECHUNK CREEK,30 - County,1995,09/27/2016,N,4.70
nge,Goshen (Town),IN GOSHEN-EXIT 122A/SH17,FLETCHER STREET 17  17 83101117,NYSDOT,2004,09/21/2016,N,5.64
nge,Goshen (Town),2.5 MI SE OF GOSHEN,KNOELL ROAD BLACK MEADOW CRK,30 - County,2004,08/19/2016,N,6.70
nge,Goshen (Town),4.8 MI S OF MIDDLETOWN,MAPLE AVENUE WALLKILL RIVER,30 - County,2007,12/16/2015,N,5.95
nge,Goshen (Town),1.3 MI NW EXIT 122A/SH 17,PHILLIPSBURG ROAD 17  17 83101102,NYSDOT,1968,05/21/2015,FO,4.78
nge,Goshen (Town),1 MILE NW OF FLORIDA,PUMPKIN SWAMP RD QUAKER CREEK,30 - County,1973,06/13/2016,N,4.24
nge,Goshen (Town),3.4 MI SW OF GOSHEN,QUARRY ROAD MC KNIGHT DITCH,30 - County,1957,06/15/2016,SD,3.74
nge,Goshen (Village),0.4 MI W JCT RTS 17 & 207,17  17 83101123 17M 17M83013060,NYSDOT,1949,12/15/2015,FO,4.61
nge,Goshen (Village),.5 MI W JCT SH 17 & SH207,17  17 83101123 EX - ERIE RR ROW,NYSDOT,1949,09/13/2017,N,4.53
nge,Goshen (Village),0.6 MI W JCT RTS 17 + 207,17  17 83011120 ORANGE CO TRAILWA,NYSDOT,1951,04/25/2017,FO,6.41
nge,Goshen (Village),0.6 MI W JCT RTS.17 + 207,17 17 83011120 ORANGE CO TRAILWA,NYSDOT,1951,04/25/2017,FO,6.64
nge,Goshen (Village),JCT RTS 17 & 207,207 207 83011000 66 83011127,NYSDOT,1995,08/03/2017,N,6.09
nge,Goshen (Village),AT GOSHEN,CANAL STREET RIO GRANDE,41 - Village,1978,04/19/2016,N,4.00
nge,Goshen (Village),1.1 MI SE JCT RTS 17+207,SOUTH STREET 17  17 83101132,NYSDOT,2006,09/05/2017,FO,6.24
nge,Greenville (Town),EXIT 2 OF I84,84I 84I83011048 COUNTY ROAD 35U,NYSDOT,1966,05/09/2016,N,4.64
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nge,Greenville (Town),EXIT 2 OF I84,84I 84I83011048 COUNTY ROAD 35U,NYSDOT,1966,04/26/2017,N,4.46
nge,Greenville (Town),3.4 MI E OF EXIT 2 - I84,84I 84I83011081 CR70- EATONTOWN R,NYSDOT,1967,08/01/2017,N,5.19
nge,Greenville (Town),3.2 MI E I84 INT 1,84I  84I83011044 66 83012039,NYSDOT,1964,06/06/2017,SD,4.79
nge,Greenville (Town),3.2 MI E I84 INT 1,84I  84I83011044 66 83012039,NYSDOT,1964,06/06/2017,SD,5.15
nge,Greenville (Town),3.4 MI E OF EXIT 2 - I84,84I 84I83011081 CR70- EATONTOWN R,NYSDOT,1967,08/01/2017,N,4.90
nge,Greenville (Town),3.4 MI NW OF WESTTOWN,COUNTY ROAD 1 RUTGERS CREEK,30 - County,1988,12/02/2015,N,5.07
nge,Greenville (Town),4.1 MI SW OF OTISVILLE,COUNTY ROAD 70 SHAWANGUNK KILL,30 - County,1996,12/13/2016,N,5.00
nge,Greenville (Town),3.1 MI W OF WESTTOWN,LOGTOWN ROAD RUTGERS CREEK,30 - County,1938,09/08/2016,N,3.21
nge,Greenville (Town),1.8 MI NW OF WESTTOWN,PINE ISLAND TURNPIKE WILLOW LAKE OUTLET,30 - County,1990,07/19/2017,N,4.95
nge,Greenwood Lake (Village),7.5M W.JCT RT 17A-210 &17,17A 17A83011172 GREENWOOD LK OUTL,NYSDOT,1988,10/28/2015,N,4.51
nge,Greenwood Lake (Village),AT GREENWOOD LAKE,WATERSTONE ROAD GREENWOOD LAKE,30 - County,1930,09/27/2016,FO,5.24
nge,Hamptonburgh (Town),1 MI E JCT SH207 & SH416,207 207 83011066 OTTERKILL CREEK,NYSDOT,1926,09/30/2015,N,5.42
nge,Hamptonburgh (Town),3.7 MI E JCT RTS 207&416,207 207 83011093 OTTERKILL,NYSDOT,1927,10/06/2015,N,5.61
nge,Hamptonburgh (Town),1.8 MI W JCT RTS 208+94,208 208 83011143 OTTER KILL,NYSDOT,1946,10/26/2015,N,5.65
nge,Hamptonburgh (Town),2 MI N JCT SH208 & SH207,208 208 83011184 NORFOLK SOUTHERN,NYSDOT,1938,11/03/2015,N,4.79
nge,Hamptonburgh (Town),0.7 MI SW CAMPBELL HALL,EGBERTSON ROAD OTTER KILL,30 - County,1962,10/21/2016,N,5.17
nge,Hamptonburgh (Town),1.3 MI E JCT SH416 &SH207,HAMPTONBURGH ROAD MNRR PJ LINE,30 - County,1990,10/13/2016,N,6.00
nge,Hamptonburgh (Town),1.8 MI SW OF MAYBROOK,OTTER RD OTTER KILL,30 - County,1954,10/26/2016,N,4.55
nge,Hamptonburgh (Town),3 MILES SW OF BURNSIDE,RIDGE ROAD Middletown & NJ R,40 - Town,1907,11/03/2016,FO,4.00
nge,Hamptonburgh (Town),2.9 MI NE OF GOSHEN,SARAH WELLS TRAIL OTTER KILL,30 - County,1933,09/15/2015,N,4.48
nge,Hamptonburgh (Town),3.1 MI N OF GOSHEN,SCOTCHTOWN AVENUE WALLKILL RIVER,30 - County,2016,09/13/2016,SD,7.00
nge,Harriman (Village),3.1 MI S JCT RTS 32 & 208,17  17 83101263 RAMAPO RIVER,NYSDOT,1993,10/26/2015,N,6.10
nge,Harriman (Village),1 MILE EAST OF HARRIMAN,ARDEN HOUSE RD 87IX,2L - NYS Thruway Authority,1953,12/13/2016,FO,4.08
nge,Harriman (Village),0.4 M NW OF HARRIMAN,RIVER ROAD RAMAPO RIVER,30 - County,1985,08/17/2016,N,5.46
nge,Highland Falls (Village),2.8 MI N JCT RTS 9W+6,218 218 83011000 9W  9W83021029,NYSDOT,1944,05/04/2017,FO,4.26
nge,Highland Falls (Village),1.1MIEJCTRTS218+9WHGL FLS,218 218 83011013 HIGHLAND BROOK,NYSDOT,1913,10/05/2016,FO,4.57
nge,Highland Falls (Village),1.2 MI E JCT RTE 218+9W,980W980W83011002 HIGHLAND BROOK,NYSDOT,1945,06/27/2017,N,4.62
nge,Highland Falls (Village),VILLAGE OF HIGHLAND FALLS,PARKNG LOT ACC RD HIGHLAND BROOK,30 - County,1981,12/16/2015,N,5.10
nge,Highland Falls (Village),AT HIGHLAND FALLS,SCHOOL STREET HIGHLAND BROOK,40 - Town,2008,09/29/2016,FO,6.63
nge,Highlands (Town),0.2 MI E JCT RTE 6+PIP,66 83012407 987C 987C83021009,2N - Palisades Interstate,1958,07/19/2017,FO,5.76
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nge,Highlands (Town),0.1 MI W JCT RTE6+PIP,6  6 83012403 QUEENSBORO BROOK,2N - Palisades Interstate,1958,11/05/2015,FO,5.31
nge,Highlands (Town),.3 MI N JCT US 9W & US 6,9W  9W83021004 POPOLOPEN CREEK,NYSDOT,1937,12/14/2015,FO,4.55
nge,Highlands (Town),JCT RTS 9W+293,9W  9W83021057 218 218 83011033,NYSDOT,1940,05/13/2015,FO,4.94
nge,Highlands (Town),3.0 MI N JCT RTS 293+6,293 293 83011029 MINE LAKE INLET,NYSDOT,1959,11/16/2015,N,4.81
nge,Highlands (Town),0.2 MI S JCT PIP+RTE6,987C 987C83021007 987C TO/FROM RT 6,2N - Palisades Interstate,1958,06/12/2017,FO,4.93
nge,Highlands (Town),JCT SEVEN LAKES PKWY&PIP,987E 987E83021080 987C 987C83021013,2N - Palisades Interstate,1952,07/29/2015,FO,4.77
nge,Highlands (Town),0.6 MI N JCT RTS 9W+6,9W9W83021007 OLD MINE ROAD,NYSDOT,1932,06/06/2017,FO,4.19
nge,Highlands (Town),1.0 MI S JCT RTE 9W+293,STONY LONESOME RD 9W  9W83021047,NYSDOT,1970,11/16/2015,N,5.75
nge,Highlands (Town),1.8 MI SW JCT RTS 6+9W,TREATMENT PLANT RD QUEENSBORO BROOK,2N - Palisades Interstate,1955,08/11/2016,FO,4.26
nge,Middletown (City),AT MIDDLETOWN,GENUNG STREET MONHAGEN BROOK,42 - City,1949,06/16/2016,FO,3.86
nge,Minisink (Town),2.2 MI S JCT RTS 284+6,284 284 83011070 RUTGERS CREEK,NYSDOT,1961,07/16/2015,N,4.41
nge,Minisink (Town),0.8 MI NW OF JOHNSON,COUNTY ROAD 22 INDIGOT CREEK,30 - County,2013,08/04/2016,N,6.19
nge,Minisink (Town),1.2 MI NE OF WESTTOWN,FORDLEA ROAD RUTGERS CREEK,30 - County,2016,12/27/2016,SD,7.00
nge,Minisink (Town),2.8 MI SW OF WESTTOWN,GOODRIDGE ROAD RUTGERS CREEK,30 - County,1930,08/02/2016,N,4.48
nge,Minisink (Town),0.9 MI SW OF WESTTOWN,LANGLITZ ROAD RUTGERS CREEK,30 - County,1967,10/11/2016,N,5.83
nge,Minisink (Town),2.7 MI E OF WESTTOWN,LOWER ROAD RUTGERS CREEK,30 - County,1936,11/02/2015,FO,4.52
nge,Minisink (Town),2.3 MI SW OF WESTTOWN,MANDYS ROAD RUTGERS CREEK,30 - County,1957,10/11/2016,N,4.56
nge,Minisink (Town),1.0 MI NW OF JOHNSON,MILLSBURG ROAD INDIGOT CREEK,30 - County,1963,10/11/2016,N,5.00
nge,Minisink (Town),2.1 MI SW OF WESTTOWN,PINE HILL ROAD RUTGERS CREEK,30 - County,1964,11/17/2016,N,4.81
nge,Minisink (Town),3 MILES SE OF WESTTOWN,PINE ISLAND TPKE WALLKILL RIVER,30 - County,1958,11/18/2015,N,5.39
nge,Minisink (Town),0.3 MI N OF WESTTOWN,PINE ISLAND TRNPK RUTGERS CREEK,30 - County,1977,08/03/2016,N,4.43
nge,Minisink (Town),0.8 MI SE OF JOHNSON,RIDGEBURY ROAD RUTGERS CREEK,30 - County,1961,08/04/2016,N,4.68
nge,Minisink (Town),0.2 MI S OF JOHNSON,SOUTH CENTERVILLE ROAD RUTGERS CREEK,30 - County,2002,08/01/2017,N,6.24
nge,Minisink (Town),.6 MILE NW OF JOHNSON,SOUTH PLANK ROAD INDIGOT CREEK,30 - County,1959,03/14/2016,N,4.82
nge,Minisink (Town),1.6 MI SW OF WESTTOWN,WATERLOO ROAD RUTGERS CREEK,30 - County,1949,04/14/2016,SD,3.58
nge,Monroe (Town),BETWEEN EX 129-130 - US6,6  17 83101221 ORANGE-RKLND LAKE,NYSDOT,1956,12/08/2015,N,5.34
nge,Monroe (Town),1.6 MI E OF EXIT 131-SH17,6  17 83101237 FORREST RD LK OUT,NYSDOT,1956,07/27/2017,N,6.00
nge,Monroe (Town),1 MILE NW JCT SH32 & US6,COUNTY ROAD 105 17  17 83101238,NYSDOT,2008,11/14/2016,FO,6.32
nge,Monroe (Town),3 MI W JCT SH 208 & SH 32,COUNTY ROAD 105 TRIB RAMAPO RIVER,30 - County,1956,10/27/2015,N,5.27
nge,Monroe (Town),.2 MI SE EXIT 130 OF US 6,FOREST AVENUE 17  17 83101228,NYSDOT,1956,07/22/2015,FO,4.55
nge,Monroe (Village),IN MONROE,FREELAND STREET EX-ERIE RAILROAD,41 - Village,1940,11/08/2016,FO,5.84
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nge,Monroe (Village),AT MONROE,FREELAND STREET RAMAPO RIVER,41 - Village,1940,11/16/2016,N,5.44
nge,Monroe (Village),INT LAKE ST/MILL POND PKY,LAKE STREET MILL POND,41 - Village,1994,07/27/2016,N,4.33
nge,Montgomery (Town),JCT RTE 17K+WALLKILL R,17K 17K83011106 WALLKILL RIVER,NYSDOT,1940,10/03/2016,FO,4.54
nge,Montgomery (Town),.9 MI E JCT SH17K & SH208,17K 17K83011132 EX-NEW HAV RR ROW,NYSDOT,1935,05/05/2015,N,4.93
nge,Montgomery (Town),1.6 MI E JCT SH 52 & SH 2,52  52 83031093 TIN BROOK,NYSDOT,1994,09/23/2016,FO,6.38
nge,Montgomery (Town),2.6 MI E JCT RTS 52+208,52  52 83031103 TIN BROOK,NYSDOT,1931,08/30/2017,FO,4.91
nge,Montgomery (Town),2.7 MI E JCT RTS 52+208,52  52 83031104 TIN BROOK,NYSDOT,2016,12/05/2016,FO,7.00
nge,Montgomery (Town),JCT RTE I84+WALLKILL R,84I 84I83011262 416 416 83011033,NYSDOT,1969,09/14/2016,N,4.65
nge,Montgomery (Town),JCT RTE I84+WALLKILL R,84I 84I83011262 416 416 83011033,NYSDOT,1969,09/14/2016,N,5.15
nge,Montgomery (Town),1.8 MI W JCT I84 & SH 208,84I 84I83011269 NORFOLK SOUTHERN,NYSDOT,1969,11/17/2015,N,4.89
nge,Montgomery (Town),1.5 MI W JCT RTS I84+208,84I 84I83011272 BEAVER DAM RD,NYSDOT,1969,08/18/2017,N,5.94
nge,Montgomery (Town),1.5 MI W JCT I84 & SH208,84I 84I83011272 BEAVER DAM ROAD,NYSDOT,1969,08/18/2017,N,6.15
nge,Montgomery (Town),JCT RTS I84+208,84I 84I83011287 208 208 83011208,NYSDOT,1969,06/01/2017,N,5.59
nge,Montgomery (Town),JCT RTS I84+208,84I 84I83011287 208 208 83011208,NYSDOT,1969,06/01/2017,N,5.70
nge,Montgomery (Town),1.1 MI E JCT I84 & SH 208,84I 84I83011298 NORFOLK SOUTHERN,NYSDOT,1968,12/19/2016,N,4.89
nge,Montgomery (Town),1.1 MI E JCT I84 & SH 208,84I 84I83011298 NORFOLK SOUTHERN,NYSDOT,1968,11/04/2015,N,4.58
nge,Montgomery (Town),1.5 MI E JCT I84 & SH208,84I 84I83011302 BARRON ROAD,NYSDOT,1968,07/21/2015,N,5.27
nge,Montgomery (Town),1.5 MI E JCT I84 & SH 208,84I 84I83011302 BARRON ROAD,NYSDOT,1968,07/21/2015,N,5.14
nge,Montgomery (Town),.9 MI N JCT RT 208 & 52,208 208 83011206 TIN BROOK,NYSDOT,1994,09/12/2016,FO,5.81
nge,Montgomery (Town),JCT RTE 211+WALLKILL R,211 211 83013083 WALLKILL RIVER,NYSDOT,2015,09/14/2015,N,6.87
nge,Montgomery (Town),1.7 MI NW OF ALLARD CORN.,FLEURY ROAD DWAAR KILL,30 - County,1934,11/10/2016,SD,3.94
nge,Montgomery (Town),AT WALDEN,HIGHLAND AVENUE TIN BROOK,40 - Town,1945,04/19/2016,FO,4.25
nge,Montgomery (Town),IN WALDEN,HILL STREET TIN BROOK,40 - Town,1928,05/26/2017,SD,2.64
nge,Montgomery (Town),AT WALDEN,HILL STREET TIN BROOK,40 - Town,1928,10/19/2016,FO,4.39
nge,Montgomery (Town),2.8 MI E JCT RTS I84+208,RIDGE ROAD 84I 84I83011315,NYSDOT,1968,05/01/2017,N,6.12
nge,Mount Hope (Town),1.5 MILES WEST OF HOWELLS,CARBOY ROAD SHAWANGUNK KILL,30 - County,1947,03/23/2016,SD,4.51
nge,Mount Hope (Town),1.9 MILES NE OF HUGOENOT,GUYMARD TURNPIKE MNRR PJ LINE,60 - Railroad,1999,05/25/2017,N,6.69
nge,Mount Hope (Town),2.1 MI S OF OTISVILLE,GUYMARD TURNPIKE SHAWANGUNK KILL,30 - County,1994,09/10/2015,N,5.30
nge,Mount Hope (Town),3.6 MILES SW OF OTISVILLE,KOHLER ROAD SHAWANGUNK KILL,30 - County,1959,06/08/2016,N,4.66
nge,Mount Hope (Town),1.6 MILES SE OF OTISVILLE,MOUNT HOPE ROAD SHAWANGUNK KILL,30 - County,1933,05/26/2016,SD,3.80
nge,Mount Hope (Town),1.5 MILES NW OF HOWELLS,NEW VERNON ROAD SHAWANGUNK KILL,30 - County,1985,04/19/2016,N,3.91
nge,Mount Hope (Town),.9 MILE NW OF HOWELLS,NEW VERNON ROAD Metro North Railroad Port,30 - County,1969,06/01/2017,N,4.71
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nge,Mount Hope (Town),3.9 MI SW BLOOMINGBURGH,PINE GROVE ROAD LITTLE  SHAWANGUNK KILL,30 - County,1965,06/21/2016,N,4.91
nge,Mount Hope (Town),0.6 MI W CR18,SHODDY HOLLOW RD SHAWANGUNK KILL,30 - County,1982,04/18/2016,N,5.47
nge,Mount Hope (Town),1.5 MI NW OF HOWELLS,SPRUCE ROAD SHAWANGUNK KILL,40 - Town,1927,05/13/2016,N,4.98
nge,New Windsor (Town),2.1 MI S JCT RTS 9W+94,9W  9W83021138 MOODNA CREEK,NYSDOT,1932,06/30/2015,N,4.42
nge,New Windsor (Town),JCT OF I87 & S H 207,87IX 207,2L - NYS Thruway Authority,1953,06/08/2016,SD,4.90
nge,New Windsor (Town),JCT OF RTS 94 & I-87,87IX 94 94 83011291,2L - NYS Thruway Authority,1953,06/10/2015,SD,4.25
nge,New Windsor (Town),0. MIEJCTRTS9W+94 RIV RD,967  967 83011015 QUASSAIC CREEK,NYSDOT,1929,05/08/2017,SD,4.57
nge,New Windsor (Town),JCT US 9W & QUASSAICK CRK,9W  9W83021161 CSX TRANS/NWBG IT,NYSDOT,1952,05/04/2017,FO,5.48
nge,New Windsor (Town),1.25 MI S JCT RTS 9W&94,BLOOMING GROVE TP 9W  9W83021146,NYSDOT,1947,06/21/2016,SD,4.12
nge,New Windsor (Town),1 MI N OF WASHINGTONVILLE,BULL ROAD MNRR PJ LINE,30 - County,2001,05/12/2017,N,6.49
nge,New Windsor (Town),1.1 MI W JCT SH32 & SH94,FORGE HILL ROAD MOODNA CREEK,30 - County,2002,07/20/2017,N,6.75
nge,New Windsor (Town),2.7 MI NE WASHINGTONVILLE,LAKE ROAD MNRR PJ LINE,60 - Railroad,1989,05/11/2017,FO,4.95
nge,New Windsor (Town),IN NEWBURGH,MILL STREET QUASSAICK CREEK,42 - City,1883,09/26/2016,SD,3.97
nge,New Windsor (Town),0.4 MI W JCT I87 & RT 207,MOORES HILL ROAD SILVER STREAM,40 - Town,1996,08/03/2016,FO,5.00
nge,New Windsor (Town),0.3 MI NO INT 9W&MODNACK,PLUM POINT LANE CSXT RIVER LINE,20 - State - Other,1930,05/13/2016,N,4.88
nge,New Windsor (Town),6.75 MI E JCT 84I & 208,Stewart Boulevard Catskill Aqueduct,NYSDOT,2007,10/26/2015,N,6.56
nge,Newburgh (City),IN NEWBURGH,32 X QUASSIAC CREEK,42 - City,1973,09/20/2016,SD,2.33
nge,Newburgh (City),IN CITY OF NEWBURGH,CARPENTER AVENUE SOUTH STREET,NYSDOT,1962,06/08/2017,N,5.27
nge,Newburgh (City),IN NEWBURGH,DUPONT AVENUE GIDNEYTOWN CREEK,42 - City,1925,05/17/2016,SD,4.16
nge,Newburgh (City),AT NEWBURGH,LAKE DRIVE QUASSAIC CREEK,42 - City,1970,05/22/2017,SD,1.00
nge,Newburgh (City),AT NEWBURGH,LITTLE BRITAIN RD QUASSAIC CREEK,42 - City,1975,04/19/2016,FO,3.67
nge,Newburgh (City),AT NEWBURGH,MILL STREET CSX MP QRW 17.66,60 - Railroad,1930,05/02/2017,SD,3.81
nge,Newburgh (City),Newburgh,"NY 32, Lake St Quassaic Crk",42 - City,2014,03/29/2017,N,5.90
nge,Newburgh (City),AT NEWBURGH,WALSH ROAD QUASSAICK CREEK,42 - City,1960,08/03/2016,SD,4.60
nge,Newburgh (City),AT NEWBURGH,WISNER AVENUE QUASSAIC CREEK,42 - City,1991,08/24/2015,FO,4.53
nge,Newburgh (Town),1.5 MI E JCT RTS 17K+I87,17K 17K83011207 QUASSAIC CREEK,NYSDOT,1959,08/02/2017,N,4.54
nge,Newburgh (Town),0.4 MI W JCT RTS 52+I84,52  52 83031159 QUASSAIC CREEK,NYSDOT,2016,05/01/2017,FO,6.90
nge,Newburgh (Town),JCT RTS 52+I84,52  52 83031163 84I 84I83011374,NYSDOT,1963,10/25/2016,SD,4.10
nge,Newburgh (Town),.2 MILE E OF EXIT 8 - I84,84I 84I13011376 TAFT AVENUE,NYSDOT,1963,06/26/2017,N,3.86
nge,Newburgh (Town),JCT RTS I84+17K,84I 84I83011341 17K 17K83011175,NYSDOT,1968,05/24/2017,N,5.47
nge,Newburgh (Town),JCT RTS I84+17K,84I 84I83011341 17K 17K83011175,NYSDOT,1968,05/18/2016,N,4.59
nge,Newburgh (Town),JCT I84 & I87,84I 84I83011361 87IX,NYSDOT,1968,07/26/2017,FO,4.49
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
nge,Newburgh (Town),JCT I84 & I87,84I 84I83011361 87IX,NYSDOT,1971,07/26/2017,N,4.49
nge,Newburgh (Town),.6 MI E JCT I84 & I87,84I 84I83011371 QUASSAIC CREEK,NYSDOT,1963,12/08/2015,N,5.37
nge,Newburgh (Town),.2 MILE E OF EXIT 8 - I84,84I 84I83011376 TAFT AVENUE,NYSDOT,1963,06/26/2017,N,4.17
nge,Newburgh (Town),JCT RTE 84I & HUDSON R,84I 84I83014020 GRAND AVENUE,2K - NYS Bridge Authority,1980,05/17/2017,N,4.39
nge,Newburgh (Town),JCT.RTE I-84 & HUDSON R.,84I 84I83014020 GRAND AVENUE,2K - NYS Bridge Authority,1963,05/19/2017,FO,4.70
nge,Newburgh (Town),JCT RTS 17K+I87,17K 87IX,2L - NYS Thruway Authority,1954,08/12/2015,FO,4.71
nge,Newburgh (Town),1.4 MI W JCT RTS 300+I87,300 300 83021024 BUSHFIELD CREEK,NYSDOT,1938,12/02/2015,FO,4.53
nge,Newburgh (Town),3.0 MI NW OF NEWBURGH,300 300 83021064 QUASSAIC CREEK,NYSDOT,1938,08/27/2015,FO,4.66
nge,Newburgh (Town),0.4 MI E JCT I84&THRUWAY,300 300 83021078 84I 84I83011346,NYSDOT,1999,09/13/2017,N,6.49
nge,Newburgh (Town),JCT S.H.300 & I87,300 83021038 87IX,2L - NYS Thruway Authority,2005,11/04/2015,N,6.20
nge,Newburgh (Town),4.2 MI E JCT RTS I84+208,747 8301 1024 84I 84I83011329,NYSDOT,2007,08/25/2016,N,5.51
nge,Newburgh (Town),JCT 84I & RTE 9W,84I  84I83013007 9W  9W83023001,2K - NYS Bridge Authority,1962,05/19/2017,FO,4.37
nge,Newburgh (Town),1 MI S JCT 17K & Drury Ln,84I W to Drury Ln Catskill Aqueduct,NYSDOT,2007,12/03/2015,N,6.46
nge,Newburgh (Town),JCT 87I & RTE 52,87IX 52 52 83031143,2L - NYS Thruway Authority,1954,07/11/2017,N,5.95
